"height","weight"
167.0896074,51.2525358671965
181.6486334,61.9095978818666
176.2727996,69.4118342447145
173.270164,64.5622514208621
172.1810374,65.4520635730907
174.4925136,55.9290278426569
177.2971816,64.1809163154034
177.8373888,61.8982580726166
172.472731,50.9712178793227
169.6271944,54.7337212292336
168.8787326,57.8110733042599
171.7632582,51.7743938888812
173.4882992,56.9760551103274
170.4760624,55.5477380964352
173.4303618,52.6559960192128
180.572664,63.5017978190397
168.81094,58.7412551774184
174.3691458,64.851597993685
180.9250382,62.5515218038903
170.5131972,56.2658201773818
172.2978266,64.0838475482234
174.9521774,65.1082859158678
161.242121,44.407559384402
173.7915498,58.7414366143664
171.7752216,64.3421230437013
170.7099456,58.8419980427953
179.939569,64.6022129086591
171.4356236,59.6701669919409
168.9963854,49.1387500637607
166.2200892,51.6606329224853
176.589182,46.856817568766
167.165528,54.7729116100016
172.253402,57.0567491929503
179.311427,61.7894866222907
182.3842936,63.5489714255197
175.7835702,58.3994279673866
169.6813472,64.3191259105423
171.8536822,54.9898648405725
172.2298054,59.5783598962529
162.675189,48.4035221912281
174.1795602,56.4086564146947
165.5662678,56.6351350850356
176.9316756,63.3537452694718
172.6369674,62.3098024299174
167.5914352,48.2848624272362
174.4281246,58.4063225714106
169.8774352,66.0810147533323
171.9546472,52.9882070710006
177.3457718,65.1456165679188
175.4839518,61.204352464991
177.5835666,66.688012062866
171.0228228,57.3016437135132
178.4842506,56.9185395978114
175.5227376,52.4844473848789
166.0742424,56.0137588973729
178.2685538,67.0829549394247
178.8316718,70.7144608128797
169.0211504,58.0934799138217
168.5650172,54.1453665661069
171.54398,60.6973722730423
168.9206172,58.3920797709926
175.2589332,62.3894986093264
173.491017,58.8583273681153
170.211877,58.4335834728476
179.8470368,61.3785319350709
173.2775554,49.7188493457534
175.4102156,64.6225792060721
172.0368162,60.2139335250966
170.7278272,46.9592840851489
171.1137802,56.5765309508316
165.7866382,58.6557076564364
179.9406612,60.7893154464413
177.6080268,63.6829626116176
163.2841032,46.6452167281611
173.342808,58.2963264216856
168.5469832,54.5667538778367
173.641385,62.8695354144971
166.311326,60.3084621750045
177.0874538,52.4458466741919
172.0228716,55.5759515418491
174.3441014,61.0650542481641
169.631487,55.2922748736513
177.9307338,70.4776855957399
168.3473392,58.4870166540335
175.7730292,58.5593646370485
175.6024174,63.2640246986859
171.1054744,63.9066743685015
178.0361438,59.6889457160589
178.248564,54.9405593499535
173.2929224,59.6531572780659
173.0484728,61.9370855794886
178.4161024,64.1786029943164
181.5783008,63.7798045826126
175.7801158,50.8664380418528
177.9601724,60.5350769230564
179.2148562,59.7835197252038
168.3675576,54.4440117825148
161.1014558,55.835950688333
169.5884594,58.1247777873517
174.9740214,52.3789871588539
164.7808236,46.3084697526733
170.4155088,59.1271262065772
173.6029294,60.8649292945202
166.6512542,44.7429546546273
172.0989954,51.9634965479341
172.773848,56.0148928782979
171.8613022,55.813633943729
168.439084,57.3690928989321
176.3701324,58.2489713782577
162.1440496,57.694273268985
172.0158358,55.3637610311633
177.9294892,57.8812894031359
178.2724908,59.7119428492178
167.5025352,50.7549450373068
177.81778,55.3559592423993
174.2726766,58.3114310476066
174.7727518,60.1822727776706
177.1957848,61.7172293577497
166.2566906,52.5896354554818
174.8163636,62.0986551816825
167.132762,54.3768347525178
170.7254396,49.4440630880075
176.3273334,58.1825200960527
175.1176584,61.3671014073469
172.57141,48.4689755702191
166.6876524,55.9251723075119
168.9000178,49.6748508858634
172.5373486,54.1175159945889
174.991141,63.6118846872387
178.41214,60.7741654612833
173.3962242,60.1375939292256
180.9282894,59.2839784481231
175.5075738,52.4188125689399
163.5682022,56.1520592109858
180.583459,58.1245509911667
173.2754472,61.6725051500677
167.4297134,52.9012534136716
171.289726,57.5264440920851
187.7087178,68.6699385643429
177.7529846,59.1494429511812
176.5772948,61.7823652220817
165.5682998,51.4368758063644
172.7420726,56.8481420619874
173.579536,57.8714010894699
165.5677918,48.605325436641
173.3857086,52.8248230993267
174.164371,60.7088935192403
163.821745,51.2060880085086
